,provinsi,kab_kota,kecamatan,url
926,Prov. Jawa Timur,Kab. Nganjuk,Kec. Loceret,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051404
927,Prov. Jawa Timur,Kab. Nganjuk,Kec. Kertosono,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051409
928,Prov. Jawa Timur,Kab. Nganjuk,Kec. Prambon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051407
929,Prov. Jawa Timur,Kab. Nganjuk,Kec. Rejoso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051417
930,Prov. Jawa Timur,Kab. Nganjuk,Kec. Pace,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051405
931,Prov. Jawa Timur,Kab. Nganjuk,Kec. Ngronggot,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051408
932,Prov. Jawa Timur,Kab. Nganjuk,Kec. Bagor,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051415
933,Prov. Jawa Timur,Kab. Nganjuk,Kec. Baron,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051411
934,Prov. Jawa Timur,Kab. Nganjuk,Kec. Gondang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051412
935,Prov. Jawa Timur,Kab. Nganjuk,Kec. Berbek,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051403
936,Prov. Jawa Timur,Kab. Nganjuk,Kec. Patianrowo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051410
937,Prov. Jawa Timur,Kab. Nganjuk,Kec. Sawahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051401
938,Prov. Jawa Timur,Kab. Nganjuk,Kec. Ngetos,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051402
939,Prov. Jawa Timur,Kab. Nganjuk,Kec. Sukomoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051413
940,Prov. Jawa Timur,Kab. Nganjuk,Kec. Lengkong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051419
941,Prov. Jawa Timur,Kab. Nganjuk,Kec. Wilangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051416
942,Prov. Jawa Timur,Kab. Nganjuk,Kec. Jatikalen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051420
943,Prov. Jawa Timur,Kab. Nganjuk,Kec. Ngluyu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051418
944,Prov. Jawa Timur,Kab. Blitar,Kec. Ponggok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051519
945,Prov. Jawa Timur,Kab. Blitar,Kec. Srengat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051520
946,Prov. Jawa Timur,Kab. Blitar,Kec. Kesamben,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051511
947,Prov. Jawa Timur,Kab. Blitar,Kec. Kademangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051507
948,Prov. Jawa Timur,Kab. Blitar,Kec. Gandusari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051515
949,Prov. Jawa Timur,Kab. Blitar,Kec. Nglegok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051517
950,Prov. Jawa Timur,Kab. Blitar,Kec. Garum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051516
951,Prov. Jawa Timur,Kab. Blitar,Kec. Wlingi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051514
952,Prov. Jawa Timur,Kab. Blitar,Kec. Panggungrejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051503
953,Prov. Jawa Timur,Kab. Blitar,Kec. Talun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051509
954,Prov. Jawa Timur,Kab. Blitar,Kec. Wonotirto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051502
955,Prov. Jawa Timur,Kab. Blitar,Kec. Sutojayan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051506
956,Prov. Jawa Timur,Kab. Blitar,Kec. Sanankulon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051518
957,Prov. Jawa Timur,Kab. Blitar,Kec. Doko,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051513
958,Prov. Jawa Timur,Kab. Blitar,Kec. Kanigoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051508
959,Prov. Jawa Timur,Kab. Blitar,Kec. Selorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051512
960,Prov. Jawa Timur,Kab. Blitar,Kec. Wates,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051504
961,Prov. Jawa Timur,Kab. Blitar,Kec. Wonodadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051521
962,Prov. Jawa Timur,Kab. Blitar,Kec. Binangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051505
963,Prov. Jawa Timur,Kab. Blitar,Kec. Bakung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051501
964,Prov. Jawa Timur,Kab. Blitar,Kec. Selopuro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051510
965,Prov. Jawa Timur,Kab. Blitar,Kec. Udanawu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051522
966,Prov. Jawa Timur,Kab. Jombang,Kec. Jombang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050413
967,Prov. Jawa Timur,Kab. Jombang,Kec. Ngoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050405
968,Prov. Jawa Timur,Kab. Jombang,Kec. Diwek,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050404
969,Prov. Jawa Timur,Kab. Jombang,Kec. Mojoagung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050409
970,Prov. Jawa Timur,Kab. Jombang,Kec. Mojowarno,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050406
971,Prov. Jawa Timur,Kab. Jombang,Kec. Sumobito,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050410
972,Prov. Jawa Timur,Kab. Jombang,Kec. Peterongan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050412
973,Prov. Jawa Timur,Kab. Jombang,Kec. Kesamben,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050416
974,Prov. Jawa Timur,Kab. Jombang,Kec. Bareng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050407
975,Prov. Jawa Timur,Kab. Jombang,Kec. Kabuh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050419
976,Prov. Jawa Timur,Kab. Jombang,Kec. Tembelang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050415
977,Prov. Jawa Timur,Kab. Jombang,Kec. Gudo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050403
978,Prov. Jawa Timur,Kab. Jombang,Kec. Perak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050402
979,Prov. Jawa Timur,Kab. Jombang,Kec. Ploso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050418
980,Prov. Jawa Timur,Kab. Jombang,Kec. Wonosalam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050408
981,Prov. Jawa Timur,Kab. Jombang,Kec. Plandaan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050420
982,Prov. Jawa Timur,Kab. Jombang,Kec. Megaluh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050414
983,Prov. Jawa Timur,Kab. Jombang,Kec. Jogoroto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050411
984,Prov. Jawa Timur,Kab. Jombang,Kec. Bandar KedungMulyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050401
985,Prov. Jawa Timur,Kab. Jombang,Kec. Kudu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050417
986,Prov. Jawa Timur,Kab. Jombang,Kec. Ngusikan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050421
987,Prov. Jawa Timur,Kab. Tulungagung,Kec. Kedungwaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051613
988,Prov. Jawa Timur,Kab. Tulungagung,Kec. Tulungagung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051612
989,Prov. Jawa Timur,Kab. Tulungagung,Kec. Boyolangu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051611
990,Prov. Jawa Timur,Kab. Tulungagung,Kec. Ngunut,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051609
991,Prov. Jawa Timur,Kab. Tulungagung,Kec. Bandung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051602
992,Prov. Jawa Timur,Kab. Tulungagung,Kec. Kalidawir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051606
993,Prov. Jawa Timur,Kab. Tulungagung,Kec. Karangrejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051615
994,Prov. Jawa Timur,Kab. Tulungagung,Kec. Rejotangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051608
995,Prov. Jawa Timur,Kab. Tulungagung,Kec. Sumbergempol,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051610
996,Prov. Jawa Timur,Kab. Tulungagung,Kec. Sendang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051619
997,Prov. Jawa Timur,Kab. Tulungagung,Kec. Campur Darat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051604
998,Prov. Jawa Timur,Kab. Tulungagung,Kec. Gondang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051617
999,Prov. Jawa Timur,Kab. Tulungagung,Kec. Kauman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051616
1000,Prov. Jawa Timur,Kab. Tulungagung,Kec. Pakel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051603
1001,Prov. Jawa Timur,Kab. Tulungagung,Kec. Besuki,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051601
1002,Prov. Jawa Timur,Kab. Tulungagung,Kec. Ngantru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051614
1003,Prov. Jawa Timur,Kab. Tulungagung,Kec. Pucang Laban,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051607
1004,Prov. Jawa Timur,Kab. Tulungagung,Kec. Tanggung Gunung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051605
1005,Prov. Jawa Timur,Kab. Tulungagung,Kec. Pagerwojo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051618
1006,Prov. Jawa Timur,Kab. Lumajang,Kec. Lumajang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052110
1007,Prov. Jawa Timur,Kab. Lumajang,Kec. Candipuro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052103
1008,Prov. Jawa Timur,Kab. Lumajang,Kec. Tempeh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052105
1009,Prov. Jawa Timur,Kab. Lumajang,Kec. Pasirian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052104
1010,Prov. Jawa Timur,Kab. Lumajang,Kec. Yosowilangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052107
1011,Prov. Jawa Timur,Kab. Lumajang,Kec. Randuagung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052116
1012,Prov. Jawa Timur,Kab. Lumajang,Kec. Senduro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052112
1013,Prov. Jawa Timur,Kab. Lumajang,Kec. Klakah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052119
1014,Prov. Jawa Timur,Kab. Lumajang,Kec. Kunir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052106
1015,Prov. Jawa Timur,Kab. Lumajang,Kec. Jatiroto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052115
1016,Prov. Jawa Timur,Kab. Lumajang,Kec. Sukodono,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052114
1017,Prov. Jawa Timur,Kab. Lumajang,Kec. Kedungjajang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052117
1018,Prov. Jawa Timur,Kab. Lumajang,Kec. Tekung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052109
1019,Prov. Jawa Timur,Kab. Lumajang,Kec. Ranuyoso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052120
1020,Prov. Jawa Timur,Kab. Lumajang,Kec. Tempursari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052101
1021,Prov. Jawa Timur,Kab. Lumajang,Kec. Rowokangkung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052108
1022,Prov. Jawa Timur,Kab. Lumajang,Kec. Pronojiwo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052102
1023,Prov. Jawa Timur,Kab. Lumajang,Kec. Gucialit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052118
1024,Prov. Jawa Timur,Kab. Lumajang,Kec. Padang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052113
1025,Prov. Jawa Timur,Kab. Lumajang,Kec. Pasrujambe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052111
1026,Prov. Jawa Timur,Kab. Lumajang,Kec. Sumbersuko,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052121
1027,Prov. Jawa Timur,Kab. Ponorogo,Kec. Ponorogo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051117
1028,Prov. Jawa Timur,Kab. Ponorogo,Kec. Ngrayun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051101
1029,Prov. Jawa Timur,Kab. Ponorogo,Kec. Sawoo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051105
1030,Prov. Jawa Timur,Kab. Ponorogo,Kec. Pulung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051107
1031,Prov. Jawa Timur,Kab. Ponorogo,Kec. Slahung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051102
1032,Prov. Jawa Timur,Kab. Ponorogo,Kec. Jenangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051119
1033,Prov. Jawa Timur,Kab. Ponorogo,Kec. Babadan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051118
1034,Prov. Jawa Timur,Kab. Ponorogo,Kec. Sampung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051115
1035,Prov. Jawa Timur,Kab. Ponorogo,Kec. Sukorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051116
1036,Prov. Jawa Timur,Kab. Ponorogo,Kec. Balong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051111
1037,Prov. Jawa Timur,Kab. Ponorogo,Kec. Mlarak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051108
1038,Prov. Jawa Timur,Kab. Ponorogo,Kec. Bungkal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051103
1039,Prov. Jawa Timur,Kab. Ponorogo,Kec. Kauman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051112
1040,Prov. Jawa Timur,Kab. Ponorogo,Kec. Sambit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051104
1041,Prov. Jawa Timur,Kab. Ponorogo,Kec. Jambon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051113
1042,Prov. Jawa Timur,Kab. Ponorogo,Kec. Jetis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051110
1043,Prov. Jawa Timur,Kab. Ponorogo,Kec. Siman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051109
1044,Prov. Jawa Timur,Kab. Ponorogo,Kec. Badegan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051114
1045,Prov. Jawa Timur,Kab. Ponorogo,Kec. Sooko,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051106
1046,Prov. Jawa Timur,Kab. Ponorogo,Kec. Ngebel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051120
1047,Prov. Jawa Timur,Kab. Ponorogo,Kec. Pudak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051121
1048,Prov. Jawa Timur,Kab. Tuban,Kec. Tuban,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050613
1049,Prov. Jawa Timur,Kab. Tuban,Kec. Semanding,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050612
1050,Prov. Jawa Timur,Kab. Tuban,Kec. Soko,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050607
1051,Prov. Jawa Timur,Kab. Tuban,Kec. Rengel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050608
1052,Prov. Jawa Timur,Kab. Tuban,Kec. Jatirogo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050618
1053,Prov. Jawa Timur,Kab. Tuban,Kec. Bancar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050619
1054,Prov. Jawa Timur,Kab. Tuban,Kec. Plumpang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050609
1055,Prov. Jawa Timur,Kab. Tuban,Kec. Parengan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050606
1056,Prov. Jawa Timur,Kab. Tuban,Kec. Tambakboyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050617
1057,Prov. Jawa Timur,Kab. Tuban,Kec. Merakurak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050615
1058,Prov. Jawa Timur,Kab. Tuban,Kec. Palang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050611
1059,Prov. Jawa Timur,Kab. Tuban,Kec. Kerek,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050616
1060,Prov. Jawa Timur,Kab. Tuban,Kec. Senori,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050603
1061,Prov. Jawa Timur,Kab. Tuban,Kec. Singgahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050604
1062,Prov. Jawa Timur,Kab. Tuban,Kec. Bangilan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050602
1063,Prov. Jawa Timur,Kab. Tuban,Kec. Widang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050610
1064,Prov. Jawa Timur,Kab. Tuban,Kec. Jenu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050614
1065,Prov. Jawa Timur,Kab. Tuban,Kec. Montong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050605
1066,Prov. Jawa Timur,Kab. Tuban,Kec. Kenduruan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050601
1067,Prov. Jawa Timur,Kab. Tuban,Kec. Grabagan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050620
1068,Prov. Jawa Timur,Kab. Bondowoso,Kec. Bondowoso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052210
1069,Prov. Jawa Timur,Kab. Bondowoso,Kec. Cermee,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052217
1070,Prov. Jawa Timur,Kab. Bondowoso,Kec. Tlogosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052205
1071,Prov. Jawa Timur,Kab. Bondowoso,Kec. Wringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052213
1072,Prov. Jawa Timur,Kab. Bondowoso,Kec. Tapen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052207
1073,Prov. Jawa Timur,Kab. Bondowoso,Kec. Botolinggo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052223
1074,Prov. Jawa Timur,Kab. Bondowoso,Kec. Maesan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052201
1075,Prov. Jawa Timur,Kab. Bondowoso,Kec. Tenggarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052209
1076,Prov. Jawa Timur,Kab. Bondowoso,Kec. Wonosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052208
1077,Prov. Jawa Timur,Kab. Bondowoso,Kec. Grujugan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052202
1078,Prov. Jawa Timur,Kab. Bondowoso,Kec. Curahdami,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052211
1079,Prov. Jawa Timur,Kab. Bondowoso,Kec. Tamanan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052203
1080,Prov. Jawa Timur,Kab. Bondowoso,Kec. Pujer,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052204
1081,Prov. Jawa Timur,Kab. Bondowoso,Kec. Sumber Wringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052219
1082,Prov. Jawa Timur,Kab. Bondowoso,Kec. Jambesari Darus Sholah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052221
1083,Prov. Jawa Timur,Kab. Bondowoso,Kec. Prajekan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052216
1084,Prov. Jawa Timur,Kab. Bondowoso,Kec. Pakem,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052212
1085,Prov. Jawa Timur,Kab. Bondowoso,Kec. Klabang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052215
1086,Prov. Jawa Timur,Kab. Bondowoso,Kec. Tegalampel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052214
1087,Prov. Jawa Timur,Kab. Bondowoso,Kec. Sukosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052206
1088,Prov. Jawa Timur,Kab. Bondowoso,Kec. Taman Krocok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052222
1089,Prov. Jawa Timur,Kab. Bondowoso,Kec. Binakal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052218
1090,Prov. Jawa Timur,Kab. Bondowoso,Kec. Ijen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052220
1091,Prov. Jawa Timur,Kab. Gresik,Kec. Driyorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050102
1092,Prov. Jawa Timur,Kab. Gresik,Kec. Menganti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050104
1093,Prov. Jawa Timur,Kab. Gresik,Kec. Sangkapura,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050117
1094,Prov. Jawa Timur,Kab. Gresik,Kec. Gresik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050110
1095,Prov. Jawa Timur,Kab. Gresik,Kec. Cerme,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050105
1096,Prov. Jawa Timur,Kab. Gresik,Kec. Benjeng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050106
1097,Prov. Jawa Timur,Kab. Gresik,Kec. Balong Panggang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050107
1098,Prov. Jawa Timur,Kab. Gresik,Kec. Kebomas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050109
1099,Prov. Jawa Timur,Kab. Gresik,Kec. Wringin Anom,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050101
1100,Prov. Jawa Timur,Kab. Gresik,Kec. Manyar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050111
1101,Prov. Jawa Timur,Kab. Gresik,Kec. Bungah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050112
1102,Prov. Jawa Timur,Kab. Gresik,Kec. Dukun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050114
1103,Prov. Jawa Timur,Kab. Gresik,Kec. Tambak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050118
1104,Prov. Jawa Timur,Kab. Gresik,Kec. Ujung Pangkah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050116
1105,Prov. Jawa Timur,Kab. Gresik,Kec. Kedamean,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050103
1106,Prov. Jawa Timur,Kab. Gresik,Kec. Panceng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050115
1107,Prov. Jawa Timur,Kab. Gresik,Kec. Sidayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050113
1108,Prov. Jawa Timur,Kab. Gresik,Kec. Duduk Sampeyan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050108
1109,Prov. Jawa Timur,Kab. Ngawi,Kec. Ngawi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050911
1110,Prov. Jawa Timur,Kab. Ngawi,Kec. Kedunggalar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050913
1111,Prov. Jawa Timur,Kab. Ngawi,Kec. Widodaren,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050915
1112,Prov. Jawa Timur,Kab. Ngawi,Kec. Paron,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050912
1113,Prov. Jawa Timur,Kab. Ngawi,Kec. Sine,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050901
1114,Prov. Jawa Timur,Kab. Ngawi,Kec. Karangjati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050908
1115,Prov. Jawa Timur,Kab. Ngawi,Kec. Ngrambe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050902
1116,Prov. Jawa Timur,Kab. Ngawi,Kec. Geneng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050905
1117,Prov. Jawa Timur,Kab. Ngawi,Kec. Jogorogo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050903
1118,Prov. Jawa Timur,Kab. Ngawi,Kec. Kendal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050904
1119,Prov. Jawa Timur,Kab. Ngawi,Kec. Karanganyar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050917
1120,Prov. Jawa Timur,Kab. Ngawi,Kec. Kwadungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050906
1121,Prov. Jawa Timur,Kab. Ngawi,Kec. Bringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050909
1122,Prov. Jawa Timur,Kab. Ngawi,Kec. Mantingan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050916
1123,Prov. Jawa Timur,Kab. Ngawi,Kec. Gerih,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050918
1124,Prov. Jawa Timur,Kab. Ngawi,Kec. Padas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050910
1125,Prov. Jawa Timur,Kab. Ngawi,Kec. Pitu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050914
1126,Prov. Jawa Timur,Kab. Ngawi,Kec. Kasreman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050919
1127,Prov. Jawa Timur,Kab. Ngawi,Kec. Pangkur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050907
1128,Prov. Jawa Timur,Kab. Mojokerto,Kec. Mojosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050308
1129,Prov. Jawa Timur,Kab. Mojokerto,Kec. Ngoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050305
1130,Prov. Jawa Timur,Kab. Mojokerto,Kec. Pungging,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050306
1131,Prov. Jawa Timur,Kab. Mojokerto,Kec. Puri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050311
1132,Prov. Jawa Timur,Kab. Mojokerto,Kec. Jetis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050316
1133,Prov. Jawa Timur,Kab. Mojokerto,Kec. Pacet,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050303
1134,Prov. Jawa Timur,Kab. Mojokerto,Kec. Kemlagi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/050315
